sensor_id,geom_type,geo_feature,feature_type,buffer_size,value
72607,line,highway,tertiary,1000,1196.557997535208
85641,line,highway,secondary,500,27.183098910772944
83499,line,highway,tertiary,1000,3332.8530162732186
86369,line,man_made,pipeline,1000,262.5092124568164
72607,line,highway,secondary,1000,3576.61381881146
66029,line,highway,track,500,952.8277889810216
81081,line,highway,footway,500,5170.638624141162
84721,line,highway,residential,500,7489.452420874139
83499,line,highway,service,500,1701.8489650284905
66029,line,highway,path,100,60.31767417620927
83081,line,highway,secondary,500,1499.4001864351535
66029,line,highway,tertiary,500,903.6802823135135
83081,line,highway,service,500,1567.1026297208973
83081,line,highway,secondary,100,72.64460868117152
86369,line,highway,track,1000,715.139449917428
81081,line,highway,tertiary,1000,1206.5933586457118
66029,line,highway,footway,1000,13206.131114871398
85641,line,highway,primary,500,792.9180773132987
85641,line,highway,path,1000,561.4428752543436
85641,line,highway,secondary,1000,568.0626504297559
8640,line,highway,secondary,100,197.1803362974873
81081,line,highway,path,1000,3017.154505937067
84721,line,highway,tertiary,1000,3902.473138872759
84721,line,highway,service,500,181.93166083545947
81541,line,highway,residential,1000,21779.244428169022
81541,line,man_made,compass_rose,500,16.38462424866303
83081,line,highway,residential,500,4882.445923227424
84721,line,highway,steps,1000,1103.609967137797
83081,line,highway,service,100,812.0331267153927
66029,line,highway,footway,100,215.30651047790212
81081,line,waterway,stream,1000,407.49187472576506
72607,line,highway,residential,100,441.22112540475325
83081,line,highway,primary,1000,1737.3989708694814
86369,line,highway,tertiary,1000,859.2697280672363
81541,line,highway,residential,500,5087.633535733442
83081,line,highway,footway,1000,5425.928345490795
86369,line,highway,service,500,1342.782968143265
72607,line,highway,service,500,2517.127208968227
83081,line,highway,path,1000,1376.931051273779
86369,line,highway,cycleway,1000,50.211090576416105
85641,line,highway,path,500,409.7297438582694
8640,line,highway,footway,1000,356.4560886066617
86369,line,highway,primary,1000,663.3849650221686
66029,line,highway,residential,100,218.83251774112205
83499,line,highway,footway,500,3410.6280904439272
81541,line,highway,secondary_link,1000,203.2061132779667
81541,line,highway,footway,500,17057.37554661536
8640,line,highway,service,1000,3537.029745985564
66029,line,highway,residential,500,2458.933877771416
83499,line,highway,service,100,30.20472188894484
66029,line,highway,unclassified,1000,44.06824252733906
86369,line,highway,residential,500,5443.896011447444
86369,line,highway,residential,1000,17198.207127803173
85641,line,highway,residential,500,8561.322852715739
83081,line,waterway,stream,1000,93.1172533326852
81081,line,highway,residential,100,405.57247637992606
81081,line,highway,path,500,586.284313713102
66029,line,highway,secondary,1000,1769.072822019388
81081,line,highway,service,500,950.1581436286672
81081,line,highway,secondary,1000,5480.123529380559
81541,line,highway,cycleway,1000,836.8726455732295
86369,line,waterway,stream,100,214.04449277335567
86369,line,waterway,stream,1000,2295.9009446428067
8640,line,highway,residential,1000,18649.20858340113
81081,line,highway,track,1000,1178.5280067457022
86369,line,highway,steps,1000,9.916955996950392
86369,line,highway,unclassified,1000,172.45247171956868
72607,line,waterway,stream,500,765.7638908052089
81541,line,highway,unclassified,1000,2928.5595479779845
81081,line,highway,secondary,500,2118.303568710777
83499,line,highway,service,1000,6511.662589716924
83499,line,highway,residential,500,4892.254852110116
81081,line,highway,residential,500,6853.039027999723
81081,line,highway,footway,1000,20447.83335884939
81541,line,highway,tertiary,500,805.9632618661964
84721,line,highway,service,1000,2029.7704409352475
83499,line,highway,residential,100,330.0666820687854
8640,line,highway,cycleway,500,1339.6844840205206
81541,line,highway,residential,100,332.11615801454934
81541,line,highway,secondary,500,2582.367562167296
8640,line,highway,tertiary,500,229.4655014024386
72607,line,highway,path,1000,3995.473614024131
86369,line,highway,secondary,500,1029.245996835477
83499,line,highway,footway,1000,10759.2073145245
8640,line,highway,residential,500,5513.492640515938
81081,line,highway,bridleway,1000,818.241365178601
83499,line,highway,cycleway,1000,328.5774997443188
72607,line,highway,secondary,500,931.2927948786626
66029,line,highway,residential,1000,11755.017912438514
85641,line,highway,footway,1000,1325.1662438006042
66029,line,highway,path,1000,11020.313011093262
81541,line,waterway,stream,1000,983.9682950807232
66029,line,highway,path,500,3639.498164063793
84721,line,highway,footway,500,437.4802635574922
85641,line,highway,residential,1000,25712.43004024112
72607,line,highway,footway,1000,443.8483572805751
83499,line,highway,residential,1000,20936.773460028973
8640,line,highway,secondary,1000,3977.699606848768
66029,line,highway,service,1000,3343.0801486134123
8640,line,highway,tertiary,1000,3561.287919704956
81541,line,highway,trunk,1000,1965.106554651795
84721,line,highway,footway,1000,1095.637183846143
83081,line,highway,footway,500,2415.4983472427543
83081,line,highway,footway,100,281.08491272347106
83499,line,highway,path,1000,893.6132070683368
84721,line,highway,service,100,112.69940392413862
85641,line,highway,path,100,77.90878778769329
81081,line,highway,service,1000,5377.484359188357
86369,line,highway,secondary,1000,2185.2704507553003
81541,line,highway,footway,1000,68606.11972664502
81541,line,highway,service,500,2051.295403959504
84721,line,highway,steps,500,101.67165333148333
86369,line,highway,motorway_link,1000,1801.6513086152663
81081,line,highway,footway,100,399.2017035620246
81541,line,man_made,water_works,1000,134.32630487906317
8640,line,highway,secondary,500,1975.335561402244
81541,line,highway,trunk_link,1000,11.267466720961906
83081,line,highway,service,1000,5301.200610369318
85641,line,highway,footway,500,352.698972118127
66029,line,highway,track,1000,7316.818925925899
8640,line,highway,track,1000,2940.956362030128
81541,line,man_made,compass_rose,1000,16.38462424866303
66029,line,highway,footway,500,2781.7445172934977
84721,line,highway,tertiary,500,1173.98201754726
86369,line,highway,footway,1000,1508.910077167305
83081,line,highway,residential,1000,17896.38286932175
8640,line,highway,residential,100,85.29361833047017
83081,line,highway,path,500,197.0121136679912
86369,line,highway,residential,100,123.90763384444004
85641,line,highway,residential,100,818.1256012837359
